Lkm,G10,G15,G20,G25,G30,G35,G40,G45,G50,G55,G60,G65,G70,G75,G80,G85,G90,G95,G100
5200,0.435840008549124,0.433785931496906,0.436008120295048,0.433451622219481,0.436442284673056,0.432930874852395,0.443552608126042,0.435941940684658,0.43192306728167,0.439775312696532,0.432455168872323,0.441899439482437,0.433425808750931,0.433074593258619,0.434780405062792,0.43505518956469,0.441176221573886,0.430517512109314,0.436927986017839
5300,0.430715047509445,0.433396707462013,0.440305831860848,0.439094365694536,0.431093350819346,0.437249032665687,0.435182985292163,0.437258064557494,0.429460374598748,0.435941155043228,0.437450954612219,0.442989875233333,0.438148613296329,0.431276563933224,0.434347301613391,0.442202423967862,0.43865119992311,0.440530390500079,0.43781707660539
5400,0.428246547254783,0.430695315691064,0.436170178918883,0.436891354517507,0.436107028735366,0.441042160743882,0.439346358450844,0.437105348943383,0.442076978230433,0.435950480938557,0.439871946651337,0.434754444165244,0.431878179602532,0.445122860311057,0.442499031399096,0.43626161261791,0.431128822446376,0.436399079250356,0.436224102610277
5500,0.431193729583621,0.43251835649877,0.432526747530432,0.441855183634769,0.435972407462936,0.432549561970874,0.429385903481809,0.442611095092553,0.429273546042585,0.441457869713974,0.435615584503185,0.439985167856826,0.435060864936216,0.437352383615122,0.442695451128017,0.436804574729687,0.43364651166991,0.42663897400086,0.433580442721009
5600,0.4314206241084,0.430437208964795,0.432616071086157,0.432023210349641,0.439921679761059,0.430785636970804,0.432102007836771,0.436418564249192,0.436328665334319,0.441008804999635,0.431167361134226,0.434935141522305,0.439426127110339,0.431371405217287,0.4316416621198,0.433454530475774,0.433388495253641,0.430769913332741,0.441967846330376
5700,0.432000237854505,0.438694157530437,0.433146596732041,0.435067144998273,0.428483473130483,0.431554554938663,0.431476258220916,0.430511347921061,0.434878256067313,0.435613872962102,0.427368304068216,0.441181520148859,0.441239738322532,0.439596231733269,0.427779031117137,0.43927439860974,0.432285665000632,0.436537045997953,0.428473361748191
5800,0.431644116689218,0.432183564024289,0.436000407299142,0.435203821413721,0.435342722772958,0.432950489205682,0.440322699593538,0.434023268059005,0.431293040260671,0.433015384110169,0.436007431435523,0.437075420437408,0.439528094785136,0.431624380351959,0.430529733491667,0.437821827153521,0.439115207543575,0.438208882876496,0.436777051553031
5900,0.424573341145734,0.431819644593743,0.43832634716559,0.434811882041966,0.434473039022156,0.43811744717244,0.436499296267146,0.44152818194114,0.443385735963458,0.436779990486576,0.440759269662133,0.430223981148134,0.440670514704234,0.431924953423431,0.432305954959702,0.435039933270447,0.430184663180022,0.440250764072843,0.437206457205893
6000,0.4300092487966,0.430533735600203,0.429299208149231,0.43407110436618,0.434489822893118,0.436352970994529,0.431496187414676,0.434130292023254,0.44324993169671,0.435200772758208,0.428494442168787,0.440676918385582,0.43603687475107,0.440412333845158,0.435120889896877,0.432201690093538,0.438081999351274,0.432966050193809,0.436628372497378
6100,0.43243096964981,0.430357899941204,0.430474093417743,0.441360739802913,0.4395756443139,0.438465159389999,0.436825365994465,0.434331264056507,0.439270115948279,0.443754109090912,0.439089243273328,0.440280313304316,0.432637172808374,0.445228792203888,0.429651487580356,0.432569950659747,0.438717945002639,0.432418240836548,0.435658537785391
6200,0.427128758622847,0.438085520959489,0.436081771440484,0.435726428341468,0.442712843710535,0.440435051765687,0.440092440137788,0.434088060767131,0.431926393654025,0.440031365383326,0.432508302430031,0.43985680259092,0.433448851337762,0.439464013494695,0.433988554849467,0.43727318338448,0.436634213173522,0.437368462860225,0.449274906236862
6300,0.424005242964097,0.43443554369562,0.435278378911887,0.435664349967345,0.438528837473837,0.431834292825932,0.437305128603532,0.432595814302158,0.442147743954267,0.434907492625709,0.429442327187846,0.43886593588408,0.434171638063631,0.439285488823531,0.435676836244359,0.427844750105368,0.437027527936632,0.441580996153205,0.435805491937041
6400,0.435804759106195,0.4363356293154,0.435294188703573,0.438243751522102,0.436323822400554,0.429071767508834,0.435372520036771,0.438795013556258,0.435856824229516,0.438061578366383,0.440652822772558,0.437109128298138,0.434308987178612,0.442777101237322,0.434551686351521,0.443132065425593,0.438603666861549,0.440494139689591,0.439788447589184
6500,0.438563065462325,0.435898343247962,0.443807155601139,0.434617883762577,0.437256171368159,0.437672702344574,0.436806253895932,0.42925735857285,0.433699309489106,0.431775266348251,0.427343870006135,0.444389232208599,0.431076158679173,0.436004672578426,0.430687700058197,0.434593278641324,0.439755599958215,0.433403161362809,0.432734021458069
6600,0.429489219232237,0.428608832343072,0.437697041407608,0.434519887225644,0.439776547012471,0.431751760416241,0.43424304510076,0.439703933258441,0.443971591499585,0.435531704021303,0.430899911097852,0.431553725985609,0.43780933781063,0.442197244628607,0.434302219537716,0.437888493331224,0.439129600640265,0.437621493542273,0.435853864845662
6700,0.429889541381291,0.429724391085709,0.436543913378797,0.438024449488525,0.434236544196599,0.43245511597735,0.434562710421742,0.434697489331948,0.437313649563393,0.426145533460072,0.440565977318539,0.440088020477552,0.438011685768427,0.434231285004102,0.435541600623877,0.440940551458381,0.438742569485475,0.441653136831424,0.438349615782354
6800,0.42894819308234,0.436285544404882,0.435717078195092,0.436983429593693,0.436197060543504,0.432134036573746,0.42943208514336,0.442992765651592,0.435143718860442,0.441359973354324,0.432827513097476,0.433852993114849,0.431974050798513,0.436856546751838,0.431616606819524,0.437412828540267,0.438698196630831,0.433577843250046,0.437577820704159
6900,0.427949027790617,0.438202622614766,0.438545627009343,0.436044511945377,0.433570833561736,0.443184767123358,0.431649748054639,0.440879192309376,0.441498925337292,0.434992280008632,0.4373715483741,0.43587110035449,0.433981335504188,0.429864417058908,0.427769462089335,0.434984320480965,0.441106244582225,0.435211200611015,0.437093888626184
7000,0.427602458412319,0.43061453946844,0.42863460115633,0.438467327577809,0.435769342758029,0.434641941248608,0.430562184725048,0.440699870044218,0.439470053697229,0.437114094946986,0.440447976870076,0.435202526959696,0.43019459806138,0.433871242039656,0.431219594348985,0.430645848311567,0.435761401121581,0.430817383842814,0.427357189154605
7100,0.432234487149306,0.43372891416296,0.44114667252804,0.440859520885406,0.434288396900513,0.433309640357287,0.4325891959929,0.440850993577796,0.434743527081062,0.438572241601392,0.434062658974543,0.431168545543857,0.438238870875703,0.44153035720009,0.432085734846922,0.432951870159847,0.437723520693517,0.442054900114345,0.439763422139493
7200,0.43096746074764,0.431427225880305,0.435881632773295,0.445496729706678,0.442144171597951,0.43907299073213,0.437828700667836,0.439484502006268,0.433464079935933,0.435492546444052,0.435336682540722,0.429488757752259,0.442170301126515,0.432422901744954,0.439424936727031,0.438032393147168,0.431090004027493,0.435468033988087,0.443456499980462
7300,0.432342915758294,0.432994631492076,0.433594466811612,0.442595292068244,0.436511793370322,0.436647069001896,0.437014794893219,0.427886797724587,0.438127441585224,0.431749741708967,0.431378157105955,0.429522236316605,0.434040112509678,0.432988884847809,0.437251094305008,0.434826577503495,0.43636950501558,0.44077216308251,0.435409342462781
7400,0.436423406653178,0.441301905970778,0.435507673975257,0.440581966612678,0.431935518042653,0.435399608811158,0.433811345735112,0.439926053618818,0.440948798970441,0.441292663204409,0.439166911745986,0.438165572555056,0.430947981172389,0.435827829513914,0.434978646944603,0.436309140562115,0.431353170194947,0.430873172508262,0.429935128593716
7500,0.439456285241142,0.439635208764349,0.435074824068309,0.42814768094783,0.436911022269251,0.436807436681676,0.429467000560671,0.434638975184215,0.436900937000107,0.433991028557066,0.436150195084221,0.446100049361425,0.435140779887259,0.43793515504027,0.43572247524862,0.428809028447071,0.439117651859353,0.445293579998737,0.438999357140514
7600,0.432135075553565,0.434392760361184,0.435996663980778,0.438750354087147,0.434537831517785,0.43640546953104,0.440568629737453,0.435568865146663,0.437999660680649,0.43648486046159,0.435525865056508,0.443468649420845,0.428599509629814,0.424297125444909,0.426676286606774,0.433029152337215,0.437452156503469,0.433221531305193,0.437383704322601
7700,0.429575668202692,0.434016418697302,0.431472955704122,0.430520279516357,0.438901267766797,0.427223600301534,0.429166055934331,0.435483224822066,0.43332986868911,0.426615031125806,0.433112143106188,0.442826203945264,0.441955804612567,0.433174000350805,0.432850525470899,0.438488959764268,0.429653118445782,0.434483279857184,0.436468232444306
7800,0.428813011454803,0.437300612839633,0.432036365172177,0.433281680784609,0.440102135197474,0.432382559598867,0.436364639563191,0.446972565548505,0.435469716369591,0.432146058381535,0.432297222942049,0.429993743088315,0.437356084357679,0.434301955042081,0.433079095990662,0.432599883193187,0.445530974811472,0.44004607049446,0.435563937945753
7900,0.433322583779852,0.43471099125059,0.42952040272594,0.431845634815939,0.426559815874454,0.435669099498063,0.434966571078782,0.433238613466759,0.429951137971192,0.432887851511311,0.439265892295923,0.434535765749612,0.435549896035271,0.432464220363334,0.435940023481087,0.431811414249811,0.434118262373062,0.439876314440944,0.437535844835935
8000,0.433831066083099,0.436802855803532,0.430202322113212,0.435853897281977,0.438645880750986,0.431653853313,0.440538861789451,0.432250618057497,0.436052483796089,0.434817531045205,0.439452160624553,0.428329580507195,0.439275515427658,0.43460301180733,0.436608778465068,0.430254488107904,0.439797290832959,0.433253204744614,0.434070066306359
