Lkm,pd340,pd680,pd1020,pd1360,pd1700,pd3400,pd5100
2380,0.428306058661432,0.427242452805005,0.428454245414975,0.426575386615703,0.428815978012144,0.427192703633103,0.430793285963927
2390,0.430548836282907,0.428464124952261,0.428440627596811,0.429207370119709,0.427659640285832,0.427395650664357,0.428224985836249
2400,0.426459905374392,0.429723369506799,0.428504876261805,0.429428778504729,0.428140061915441,0.430443807090309,0.429774033818843
2410,0.42939230053635,0.429028204304197,0.427230003294137,0.429379073612383,0.427645708329764,0.425593316912613,0.428368405467221
2420,0.428925699028089,0.430484698814939,0.426573116463864,0.431294505899459,0.426454027501393,0.429480180020725,0.426447797904802
2430,0.42628823362382,0.427792934229244,0.428727764735736,0.425438810584389,0.427782362444407,0.43130139382327,0.428879202312305
2440,0.428711544580849,0.428019953672101,0.428715999231952,0.424975387873025,0.428906092527252,0.429022902492022,0.42717613811878
2450,0.429914147378687,0.429460416507091,0.42831651184465,0.428455789774772,0.427045844401978,0.426967633617704,0.428397171831794
2460,0.427801736271449,0.42811350776858,0.426885193303966,0.426530980522011,0.426348246322496,0.429828116635739,0.427183044922881
2470,0.430312473500332,0.431853960110581,0.428612666742032,0.427273009088117,0.425152983034725,0.42713436865444,0.426873175074047
2480,0.427937995130052,0.426263605710454,0.429976865851894,0.428932301563872,0.426956203301342,0.427882141495857,0.429404046237437
2490,0.426554454440825,0.430666774533233,0.429181676981011,0.429933133627467,0.428245051571503,0.425706632214075,0.425519207830028
2500,0.429883356143106,0.426329873920603,0.428008776484876,0.428201043963727,0.428513137432199,0.427664526762462,0.428272416083321
2510,0.427291948297688,0.428759561395628,0.430916712146239,0.430445058333791,0.427244058122665,0.428838044898312,0.430066543363609
2520,0.428482511377217,0.427536894843244,0.427836550030754,0.428054132219426,0.428481794322847,0.42938731734232,0.427469017457416
2530,0.430042439000953,0.428743011039897,0.426252127896922,0.427469418972791,0.428218637520736,0.426308729921274,0.430212723745142
2540,0.427405012559051,0.43247424004304,0.428068943002761,0.428627609277775,0.430105391557752,0.428991867870514,0.429180405285651
2550,0.43045626555146,0.428673545912941,0.428716099266917,0.427233027471368,0.427844210966042,0.42794919243372,0.428286923460694
2560,0.429771980990373,0.428749035909972,0.430264436214675,0.428247120340004,0.430280830499873,0.429371348501234,0.429356707352594
2570,0.430530718930445,0.429082831790004,0.43053962614636,0.428365137084252,0.429572693729165,0.428321237419457,0.429347613458431
2580,0.429172594836144,0.427433704966775,0.429197922250502,0.429105004418462,0.427258654940693,0.429340519187551,0.431475621239759
2590,0.431278481385917,0.430212670366796,0.428687606002059,0.430459668708573,0.42770804087192,0.428034392512208,0.427097680782257
2600,0.427440379599702,0.427746698151575,0.42700890261967,0.428210096390982,0.427220025950046,0.428917008722074,0.427612530076377
2610,0.4281029855408,0.427245721059354,0.428765609679665,0.430126754359342,0.431160268273638,0.428943711697459,0.430689266317169
2620,0.427730368860525,0.427359890957663,0.427567572167667,0.429137138051259,0.426783755252274,0.43023985286137,0.429712918769482
2630,0.430360985712615,0.432057363016634,0.429502459522209,0.428236196093961,0.428591812769504,0.427357947417029,0.427878173581682
2640,0.427051839067103,0.427191884974842,0.427181941149938,0.428960471339368,0.431233002985108,0.42765182514558,0.42890387219495
2650,0.429629815102498,0.428440491678276,0.431609701636014,0.429204319473676,0.431386321136435,0.427872902238769,0.427065063823868
2660,0.429689074488596,0.429404390577593,0.430807603349024,0.430834039514871,0.42722450230892,0.429327639764974,0.428690518613797
2670,0.427985460271176,0.427490788201397,0.430367482642658,0.427074674371962,0.428423370252429,0.428498820015399,0.427528869352393
2680,0.427397265914368,0.431495764550533,0.430645418818576,0.426852575103268,0.430656647785735,0.428498593780432,0.427953540177546
2690,0.429869793450374,0.428826879861141,0.427609863935543,0.428689872357087,0.429420064198501,0.428587063634547,0.429336192383733
2700,0.428828253660512,0.429223125160408,0.429808268730329,0.427585284462594,0.428695097961169,0.427859696376218,0.428932965286891
2710,0.42594477593979,0.431838704714839,0.429074466731387,0.428184367568431,0.429929855098048,0.428206397784986,0.430054394407207
2720,0.426308167205071,0.426454919840871,0.427512564567223,0.427410603506636,0.428570971758333,0.432911923856821,0.428006616922767
2730,0.428028620833026,0.429004651836696,0.429724874657928,0.433560156753562,0.43003304311493,0.428298924105072,0.429363324794133
2740,0.427741873572081,0.432503254732596,0.425865252947787,0.427515743227688,0.42937857259124,0.427318395686119,0.431435506719189
2750,0.427995163146689,0.428162220958508,0.42992538536554,0.430602337074414,0.429258926185762,0.426638275212438,0.430826025085978
2760,0.429947457938576,0.428334570063717,0.429854984851619,0.429492785473807,0.428741966268372,0.428214679970633,0.428477909213003
2770,0.427194534127112,0.426818580752352,0.429336216810687,0.427513143851033,0.42670707634343,0.428149815503231,0.429791127389403
2780,0.429851234183163,0.427052682584361,0.428323956707724,0.427640110778072,0.429327172477184,0.428151604741983,0.429323269140104
2790,0.429297793030342,0.428459049815755,0.428698158939425,0.429386259201032,0.427992231666007,0.43072418489652,0.425488346713872
2800,0.427166913577998,0.429326828272107,0.426802724621824,0.427931005873678,0.426751776404677,0.428388761293633,0.43026150408882
2810,0.43127813703115,0.427324037304597,0.429478643590055,0.43012778593206,0.427419875264634,0.428308645931837,0.427919522715928
2820,0.428002943798027,0.43089847635826,0.426930822508034,0.427880718905148,0.429107762149448,0.429362365957305,0.428492398820121
2830,0.429697952393315,0.427806534107586,0.424380162888362,0.428569137678403,0.429569075026199,0.428364897808743,0.431312047070101
2840,0.429483124246542,0.429746002385813,0.427905269427474,0.427635653421609,0.428445991276734,0.429867308864882,0.427480689313694
2850,0.429010365831668,0.426373185688247,0.429568118022952,0.428237729951836,0.42740138457451,0.424965644800013,0.430007375606752
2860,0.427993498568235,0.429973831893661,0.424223294367339,0.429477714202664,0.429262104248301,0.427739145907343,0.427401230407297
2870,0.430049162693177,0.426584544669865,0.428074934627226,0.430259836560289,0.42893965181972,0.428553330539713,0.428086382521592
2880,0.427157521646848,0.429682989233566,0.428773390855044,0.427344287939026,0.428661653478774,0.426678053388191,0.426262663612966
2890,0.431552861741526,0.425882440370075,0.426384873516838,0.429074850598054,0.428968994999765,0.42841979224951,0.431506462743497
2900,0.429661641989387,0.42931011953165,0.428265903446791,0.428846032156531,0.427644836160841,0.428679826086769,0.42697613660483
2910,0.428612310856246,0.428470084390576,0.428135670499081,0.430801004359984,0.430463447262879,0.430348001322664,0.429396654209947
2920,0.428625388165267,0.42367483937729,0.427769588375475,0.429584009551353,0.426582248294357,0.428882356817724,0.432259742959225
2930,0.426929148633447,0.42955368342284,0.43031968926763,0.429939398700874,0.426968082796987,0.427146068847832,0.429787428081767
2940,0.429350596240916,0.429089966244202,0.430155866622449,0.431867223311365,0.427246345165829,0.429343397823913,0.429305069370583
2950,0.426532102381328,0.427727085982612,0.429325009575469,0.429586294669803,0.427558542348371,0.427671058032273,0.430951284873725
2960,0.429047676975122,0.426023634457189,0.42983194632422,0.429359744182401,0.428065500235376,0.430326241812255,0.430377958250491
2970,0.425615585846406,0.42881780124491,0.42749093596096,0.429094750348802,0.431000306240776,0.427171702164642,0.429858835108081
2980,0.42793622489179,0.429236177767802,0.428572383224859,0.427730831713516,0.429318367966043,0.430005107637263,0.430787510101612
2990,0.42814027944194,0.427552722843856,0.42885605958769,0.428883343318349,0.430788399818932,0.43066461432514,0.427951315148643
3000,0.427167753778557,0.428216980311172,0.427355877115711,0.429327854231405,0.426729495907565,0.42755820656734,0.430522978596795
